"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"306","294674.4841727996","91783.50490050873","uk.addressbase.uprn.10024950401","I","2011-09-16","2016-02-10","2008-12-18","10024950401.0","1","NULL","NULL","1","7655","E","N","EX2 5JY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101421510)","(1:1)","NULL","(1:14201179)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2008-03-05,2008-08-16,2006-03-18,2016-02-07)","(4:7655X700614052,7655X600614052,7655X900614052,7655X135480624)","(4:osgb1000002062543769,osgb4000000025306287,osgb5000000000740746,...)","(3:4,8,11)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000614052)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"307","294160.2795814772","91386.6030162109","uk.addressbase.uprn.10024950402","I","2011-09-16","2016-02-10","2008-10-06","10024950402.0","1","NULL","NULL","1","7655","E","N","EX2 6DL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655L101421511)","(1:1)","NULL","(1:14200516)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2008-08-16,2003-03-30)","(4:7655X135480625,7655X900615943,7655X600615943,7655X700615943)","(4:E05003501,osgb5000000000740747,osgb4000000025321159,...)","(3:8,5,2)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655C000615943)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"308","294604.28149761254","92740.6256935308","uk.addressbase.uprn.10024950403","I","2011-09-16","2016-02-10","2007-11-22","10024950403.0","1","NULL","NULL","1","7655","E","N","EX1 3BB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421512)","(1:1)","NULL","(1:14200281)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2003-03-30,2005-09-16,2006-03-18,2016-02-07)","(4:7655X700615944,7655X600615944,7655X900615944,7655X135480626)","(4:osgb1000042904959,osgb4000000025321683,osgb5000000000740748,E05003508)","(3:3,3,8)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615944)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"309","294870.4864769421","92734.92126201358","uk.addressbase.uprn.10024950404","I","2011-09-16","2016-02-10","2007-11-22","10024950404.0","1","NULL","NULL","1","7655","E","N","EX1 3HL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421513)","(1:1)","NULL","(1:14200849)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2005-09-16,2003-03-30)","(4:7655X135480627,7655X900615945,7655X600615945,7655X700615945)","(4:E05003508,osgb5000000000740749,osgb4000000025321684,osgb1000042904960)","(3:7,3,3)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615945)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"310","294528.7799679095","92787.52609285989","uk.addressbase.uprn.10024950405","I","2011-09-16","2016-02-10","2008-10-06","10024950405.0","1","NULL","NULL","1","7655","E","N","EX1 3DJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655L101421514)","(1:1)","NULL","(1:14200920)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2001-11-11,2008-08-18,2006-03-18,2016-02-07)","(4:7655X700615946,7655X600615946,7655X900615946,7655X135480628)","(4:osgb1000012362186,osgb4000000025447537,osgb5000000000740751,E05003508)","(3:2,1,9)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655C000615946)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 16M FROM 37 WHIPTON LANE. 7M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311","294030.27065982","92733.41967130601","uk.addressbase.uprn.10024950407","I","2011-09-16","2016-02-10","2008-04-21","10024950407.0","1","NULL","NULL","1","7655","E","N","EX1 2SQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101421516)","(1:1)","NULL","(1:14202494)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2005-11-15,2006-03-18,2006-03-10,2016-02-07)","(4:7655X700615948,7655X900615948,7655X600615948,7655X135480630)","(4:osgb1000012363542,osgb5000000000740755,osgb4000000025321350,E05003495)","(3:4,11,6)","(4:7666MT,7666MA,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000615948)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 1M FROM 191 HAMLIN LANE. 21M FROM HAMLIN LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312","294988.97926221124","93945.34578494827","uk.addressbase.uprn.10024950409","I","2011-09-16","2016-02-10","2007-11-22","10024950409.0","1","NULL","NULL","1","7655","E","N","EX4 8DX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421518)","(1:1)","NULL","(1:14201814)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-09,2016-02-07,2006-03-18,2005-09-17)","(4:7655X700615950,7655X135480632,7655X900615950,7655X600615950)","(4:osgb1000012366499,E05003499,osgb5000000000740760,osgb4000000025351968)","(3:4,7,3)","(4:7666MT,7666OW,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615950)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 4M FROM 8 ORWELL GARTH. 20M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"313","294627.2799899726","93665.54214537103","uk.addressbase.uprn.10024950410","I","2011-09-16","2016-02-10","2007-11-22","10024950410.0","1","NULL","NULL","1","7655","E","N","EX4 8BW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421519)","(1:1)","NULL","(1:14200437)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-16,2006-03-18,2016-02-07,2006-03-09)","(4:7655X600615951,7655X900615951,7655X135480633,7655X700615951)","(4:osgb4000000025306363,osgb5000000000740761,E05003496,...)","(3:3,7,3)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615951)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"314","291226.7332320622","91897.00570889033","uk.addressbase.uprn.10024950414","I","2011-09-16","2016-02-10","2009-02-12","10024950414.0","1","NULL","NULL","1","7655","E","N","EX4 1AS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101421523)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-12-23,2016-02-07,2006-03-18,2008-01-30)","(4:7655X600615955,7655X135480635,7655X900615955,7655X700615955)","(4:osgb4000000025384147,E05003506,osgb5000000000744391,...)","(3:8,12,3)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000615955)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"315","292125.7411207239","93288.34245689781","uk.addressbase.uprn.10024950415","I","2011-09-16","2016-02-10","2007-11-22","10024950415.0","1","NULL","NULL","1","7655","E","N","EX4 4LX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421524)","(1:1)","NULL","(1:14200418)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-11-22,2005-09-16,2016-02-07,2006-03-18)","(4:7655X700615956,7655X600615956,7655X135480636,7655X900615956)","(4:osgb1000002070302284,osgb4000000025321241,E05003503,...)","(3:3,4,8)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615956)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"316","291163.1387659102","90145.78326417605","uk.addressbase.uprn.10024950421","I","2011-09-16","2016-02-10","2007-11-22","10024950421.0","1","NULL","NULL","1","7655","E","N","EX2 8FA","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421530)","(1:1)","NULL","(1:14202222)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-17,2005-09-17,2006-03-18,2016-02-07)","(4:7655X700615962,7655X600615962,7655X900615962,7655X135480642)","(4:osgb1000002070326129,osgb4000000025345479,osgb5000000000744412,...)","(3:2,5,8)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615962)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 8M FROM 1 BATE CLOSE. ON BATE CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"317","294277.9730365004","93885.14588747057","uk.addressbase.uprn.10024951502","I","2011-09-16","2016-02-10","2009-03-23","10024951502.0","1","NULL","NULL","1","7655","E","N","EX4 8LN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-03-23)","(1:7655L101422551)","(1:1)","NULL","(1:14202908)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2007-04-17,2006-03-18,2016-02-07,2009-01-29)","(4:7655X700599943,7655X900599943,7655X135484974,7655X600599943)","(4:osgb1000002062579526,osgb5000000000740763,E05003496,...)","(3:3,10,8)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-03-23)","(1:7655C000599943)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 8M FROM 54 BETTYSMEAD. 5M FROM BETTYS MEAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"318","294306.87285832653","93792.74260159108","uk.addressbase.uprn.10024951503","I","2011-09-16","2016-02-10","2011-04-06","10024951503.0","1","NULL","NULL","1","7655","E","N","EX4 8LJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101422552)","(1:1)","NULL","(1:14202908)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2003-03-30,2006-03-10)","(4:7655X135484975,7655X900599944,7655X700599944,7655X600599944)","(4:E05003496,osgb5000000000740765,osgb1000012367361,osgb4000000025336348)","(3:15,3,6)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-04-06)","(1:7655C000599944)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"319","294168.5713931015","93181.52390633369","uk.addressbase.uprn.10024951505","I","2011-09-16","2016-02-10","2008-12-18","10024951505.0","1","NULL","NULL","1","7655","E","N","EX1 3AB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101422554)","(1:1)","NULL","(1:14200363)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-09,2014-03-05,2006-03-18,2016-02-07)","(4:7655X700599946,7655X600599946,7655X900599946,7655X135484976)","(4:osgb1000002062589831,osgb4000000025346170,osgb5000000000740767,...)","(3:3,5,10)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000599946)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"320","294489.1708367272","94551.15687627462","uk.addressbase.uprn.10024951506","I","2011-09-16","2016-02-10","2008-04-21","10024951506.0","1","NULL","NULL","1","7655","E","N","EX4 9DZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101422555)","(1:1)","NULL","(1:14200425)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-15,2008-03-05,2006-03-18)","(4:7655X135484977,7655X600599947,7655X700599947,7655X900599947)","(4:E05003496,osgb4000000025295623,osgb1000002062600134,...)","(3:3,4,9)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000599947)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"321","294074.86539122456","94499.66471354634","uk.addressbase.uprn.10024951507","I","2011-09-16","2016-02-10","2010-09-16","10024951507.0","1","NULL","NULL","1","7655","E","N","EX4 9BP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655L101422556)","(1:1)","NULL","(1:14201907)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2010-06-28,2008-07-04)","(4:7655X135484978,7655X900599948,7655X700599948,7655X600599948)","(4:E05003496,osgb5000000000740769,osgb1000012370952,osgb4000000025306247)","(3:11,8,4)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655C000599948)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 4M FROM 43 ELAINE CLOSE. 14M FROM ELAINE CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"322","294241.0699359983","94597.16384440954","uk.addressbase.uprn.10024951508","I","2011-09-16","2016-02-10","2008-02-06","10024951508.0","1","NULL","NULL","1","7655","E","N","EX4 9BS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-02-06)","(1:7655L101422557)","(1:1)","NULL","(1:14200464)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2007-12-09,2005-09-16,2006-03-18)","(4:7655X135484979,7655X700599949,7655X600599949,7655X900599949)","(4:E05003496,osgb1000012369791,osgb4000000025336475,osgb5000000000740771)","(3:3,4,8)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-02-06)","(1:7655C000599949)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"323","293878.9699053223","91280.19595227626","uk.addressbase.uprn.10025289739","I","2011-09-16","2016-02-10","2009-12-06","10025289739.0","1","NULL","NULL","1","7655","E","N","EX2 6AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-17)","(1:2016-02-10)","(1:2009-12-06)","(1:7655L101746875)","(1:1)","NULL","(1:14200121)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-06-17,2006-03-10,2008-01-30,2016-02-07)","(4:7655X900833974,7655X600833974,7655X700833974,7655X136726891)","(4:osgb5000000001528086,osgb4000000025320500,osgb1000002070723003,...)","(3:8,8,2)","(4:7666MA,7666MI,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000833974)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"324","293239.56040826853","93255.72881360509","uk.addressbase.uprn.10025290480","I","2011-09-16","2016-02-10","2009-02-12","10025290480.0","1","NULL","NULL","1","7655","E","N","EX1 2HW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-17)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101747620)","(1:1)","NULL","(1:14202873)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-04-04,2008-12-23,2006-05-12)","(4:7655X136728501,7655X700846051,7655X600846051,7655X900846051)","(4:E05003497,osgb1000002070671362,osgb4000000025429252,...)","(3:1,4,13)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000846051)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"325","294947.60262179247","90597.1747936068","uk.addressbase.uprn.10025304087","I","2011-09-16","2016-02-10","2011-09-01","10025304087.0","1","NULL","NULL","1","7655","E","N","EX2 5WS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-17)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101760644)","(1:1)","NULL","(1:14201125)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2008-08-27,2008-08-16,2008-06-29,2016-02-07)","(4:7655X900824794,7655X600824794,7655X700824794,7655X136758514)","(4:osgb5000000012838640,osgb4000000025305855,osgb1000002070829514,...)","(3:8,8,1)","(4:7666MA,7666MI,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000824794)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"326","293365.2597788888","92384.91420212583","uk.addressbase.uprn.10025307622","I","2011-09-16","2016-02-10","2009-07-21","10025307622.0","1","NULL","NULL","1","7655","E","N","EX2 4TR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-17)","(1:2016-02-10)","(1:2009-07-21)","(1:7655L101763838)","(1:1)","NULL","(1:14200524)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-03-05,2016-02-07,2008-03-05,2009-06-04)","(4:7655X700838969,7655X136766226,7655X900838969,7655X600838969)","(4:osgb1000012343857,E05003504,osgb5000000011461191,osgb4000000025306091)","(3:4,4,8)","(4:7666MT,7666OW,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-07-21)","(1:7655C000838969)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 17M FROM 78 MAGDALEN ROAD. ON MANSTON TERRACE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
